sgRNA	Gene	49117_9
FAM65C_3	FAM65C	0
FAM65C_4	FAM65C	0
FAM65C_5	FAM65C	0
FAM69A_1	FAM69A	0
FAM69A_2	FAM69A	0
FAM69A_3	FAM69A	0
FAM69A_4	FAM69A	0
FAM69A_5	FAM69A	0
FAM69B_1	FAM69B	0
FAM69B_2	FAM69B	0
FAM69B_3	FAM69B	0
FAM69B_4	FAM69B	0
FAM69B_5	FAM69B	0
FAM69C_1	FAM69C	0
FAM69C_2	FAM69C	0
FAM69C_3	FAM69C	0
FAM69C_4	FAM69C	0
FAM69C_5	FAM69C	0
FAM71A_1	FAM71A	0
FAM71A_2	FAM71A	0
FAM71A_3	FAM71A	0
FAM71A_4	FAM71A	0
FAM71A_5	FAM71A	0
FAM71B_3	FAM71B	0
FAM71B_4	FAM71B	0
FAM71B_5	FAM71B	0
FAM71C_1	FAM71C	0
FAM71C_2	FAM71C	0
FAM71C_3	FAM71C	0
FAM71C_4	FAM71C	0
FAM71C_5	FAM71C	0
FAM71D_1	FAM71D	0
FAM71D_2	FAM71D	0
FAM71D_3	FAM71D	0
FAM71D_4	FAM71D	0
FAM71D_5	FAM71D	0
FAM71E1_1	FAM71E1	0
FAM71E1_2	FAM71E1	0
FAM71E1_3	FAM71E1	0
FAM71E1_4	FAM71E1	0
FAM71E1_5	FAM71E1	0
FAM71E2_1	FAM71E2	0
FAM71E2_2	FAM71E2	0
FAM71E2_3	FAM71E2	0
FAM71E2_4	FAM71E2	0
FAM71E2_5	FAM71E2	0
FAM71F1_2	FAM71F1	0
FAM71F1_3	FAM71F1	0
FAM71F1_4	FAM71F1	0
FAM71F1_5	FAM71F1	0
FAM71F2_1	FAM71F2	0
FAM71F2_3	FAM71F2	0
FAM71F2_4	FAM71F2	0
FAM71F2_5	FAM71F2	0
FAM72B_1	FAM72B	0
FAM72B_2	FAM72B	0
FAM72B_3	FAM72B	0
FAM72B_4	FAM72B	0
FAM73A_1	FAM73A	0
FAM73A_3	FAM73A	0
FAM73A_5	FAM73A	0
FAM73B_1	FAM73B	0
FAM73B_2	FAM73B	0
FAM73B_3	FAM73B	0
FAM73B_4	FAM73B	0
FAM73B_5	FAM73B	0
FAM76A_1	FAM76A	0
FAM76A_2	FAM76A	0
FAM76A_5	FAM76A	0
FAM76B_1	FAM76B	0
FAM76B_2	FAM76B	0
FAM76B_3	FAM76B	0
FAM76B_4	FAM76B	0
FAM76B_5	FAM76B	0
FAM78A_1	FAM78A	0
FAM78A_2	FAM78A	0
FAM78A_3	FAM78A	0
FAM78A_4	FAM78A	0
FAM78B_1	FAM78B	0
FAM78B_2	FAM78B	0
FAM78B_3	FAM78B	0
FAM78B_4	FAM78B	0
FAM78B_5	FAM78B	0
FAM81A_1	FAM81A	0
FAM81A_2	FAM81A	0
FAM81A_3	FAM81A	0
FAM81A_4	FAM81A	0
FAM81B_1	FAM81B	0
FAM81B_2	FAM81B	0
FAM81B_4	FAM81B	0
FAM81B_5	FAM81B	0
FAM83A_1	FAM83A	0
FAM83A_2	FAM83A	0
FAM83A_5	FAM83A	0
FAM83B_1	FAM83B	0
FAM83B_2	FAM83B	0
FAM83B_3	FAM83B	0
FAM83B_4	FAM83B	0
FAM83B_5	FAM83B	0
FAM83C_1	FAM83C	0
FAM83C_2	FAM83C	0
FAM83C_3	FAM83C	0
FAM83C_4	FAM83C	0
FAM83C_5	FAM83C	0
FAM83D_1	FAM83D	0
FAM83D_2	FAM83D	0
FAM83D_3	FAM83D	0
FAM83D_4	FAM83D	0
FAM83E_1	FAM83E	0
FAM83E_4	FAM83E	0
FAM83E_5	FAM83E	0
FAM83F_1	FAM83F	0
FAM83F_2	FAM83F	0
FAM83F_3	FAM83F	0
FAM83F_4	FAM83F	0
FAM83F_5	FAM83F	0
FAM83G_1	FAM83G	0
FAM83G_2	FAM83G	0
FAM83G_3	FAM83G	0
FAM83G_4	FAM83G	0
FAM83G_5	FAM83G	0
FAM83H_1	FAM83H	0
FAM83H_2	FAM83H	0
FAM83H_3	FAM83H	0
FAM83H_4	FAM83H	0
FAM83H_5	FAM83H	0
FAM84A_1	FAM84A	0
FAM84A_2	FAM84A	0
FAM84A_3	FAM84A	0
FAM84A_4	FAM84A	0
FAM84A_5	FAM84A	0
FAM84B_1	FAM84B	0
FAM84B_2	FAM84B	0
FAM84B_3	FAM84B	0
FAM84B_4	FAM84B	0
FAM84B_5	FAM84B	0
FAM86B2_1	FAM86B2	0
FAM86B2_3	FAM86B2	0
FAM86B2_5	FAM86B2	0
FAM89A_1	FAM89A	0
FAM89A_2	FAM89A	0
FAM89A_3	FAM89A	0
FAM89A_4	FAM89A	0
FAM89A_5	FAM89A	0
FAM89B_1	FAM89B	0
FAM89B_2	FAM89B	0
FAM89B_3	FAM89B	0
FAM89B_4	FAM89B	0
FAM89B_5	FAM89B	0
FAM8A1_1	FAM8A1	0
FAM8A1_2	FAM8A1	0
FAM8A1_3	FAM8A1	0
FAM8A1_4	FAM8A1	0
FAM8A1_5	FAM8A1	0
FAM90A1_1	FAM90A1	0
FAM90A1_2	FAM90A1	0
FAM90A1_3	FAM90A1	0
FAM90A1_4	FAM90A1	0
FAM90A1_5	FAM90A1	0
FAM91A1_1	FAM91A1	0
FAM91A1_2	FAM91A1	0
FAM91A1_4	FAM91A1	0
FAM91A1_5	FAM91A1	0
FAM92A1_1	FAM92A1	0
FAM92A1_2	FAM92A1	0
FAM92A1_3	FAM92A1	0
FAM92A1_4	FAM92A1	0
FAM92A1_5	FAM92A1	0
FAM92B_1	FAM92B	0
FAM92B_2	FAM92B	0
FAM92B_3	FAM92B	0
FAM92B_4	FAM92B	0
FAM96A_1	FAM96A	0
FAM96A_5	FAM96A	0
FAM96B_1	FAM96B	0
FAM96B_2	FAM96B	0
FAM96B_3	FAM96B	0
FAM96B_4	FAM96B	0
FAM96B_5	FAM96B	0
FAM98A_1	FAM98A	0
FAM98A_2	FAM98A	0
FAM98A_3	FAM98A	0
FAM98A_4	FAM98A	0
FAM98B_1	FAM98B	0
FAM98B_2	FAM98B	0
FAM98B_3	FAM98B	0
FAM98B_4	FAM98B	0
FAM98C_2	FAM98C	0
FAM98C_4	FAM98C	0
FAM98C_5	FAM98C	0
FAM9A_1	FAM9A	0
FAM9A_2	FAM9A	0
FAM9A_3	FAM9A	0
FAM9A_4	FAM9A	0
FAM9A_5	FAM9A	0
FAM9B_1	FAM9B	0
FAM9B_2	FAM9B	0
FAM9B_3	FAM9B	0
FAM9B_4	FAM9B	0
FAM9B_5	FAM9B	0
FAM9C_1	FAM9C	0
FAM9C_2	FAM9C	0
FAM9C_3	FAM9C	0
FAM9C_4	FAM9C	0
FAM9C_5	FAM9C	0
FAN1_1	FAN1	0
FAN1_2	FAN1	0
FAN1_3	FAN1	0
FAN1_4	FAN1	0
FAN1_5	FAN1	0
FANCA_1	FANCA	0
FANCA_2	FANCA	0
FANCA_3	FANCA	0
FANCA_4	FANCA	0
FANCB_1	FANCB	0
FANCB_2	FANCB	0
FANCB_3	FANCB	0
FANCB_4	FANCB	0
FANCB_5	FANCB	0
FANCC_1	FANCC	0
FANCC_2	FANCC	0
FANCC_3	FANCC	0
FANCC_4	FANCC	0
FANCC_5	FANCC	0
FANCD2_1	FANCD2	0
FANCD2_2	FANCD2	0
FANCD2_3	FANCD2	0
FANCD2_4	FANCD2	0
FANCD2OS_1	FANCD2OS	0
FANCD2OS_2	FANCD2OS	0
FANCD2OS_4	FANCD2OS	0
FANCD2OS_5	FANCD2OS	0
FANCE_1	FANCE	0
FANCE_2	FANCE	0
FANCE_3	FANCE	0
FANCE_4	FANCE	0
FANCF_1	FANCF	0
FANCF_2	FANCF	0
FANCF_3	FANCF	0
FANCF_4	FANCF	0
FANCF_5	FANCF	0
FANCG_1	FANCG	0
FANCG_2	FANCG	0
FANCG_3	FANCG	0
FANCG_4	FANCG	0
FANCI_1	FANCI	0
FANCI_2	FANCI	0
FANCI_3	FANCI	0
FANCI_4	FANCI	0
FANCI_5	FANCI	0
FANCL_1	FANCL	0
FANCL_2	FANCL	0
FANCL_3	FANCL	0
FANCL_5	FANCL	0
FANCM_1	FANCM	0
FANCM_2	FANCM	0
FANCM_3	FANCM	0
FANCM_4	FANCM	0
FANK1_1	FANK1	0
FANK1_3	FANK1	0
FANK1_4	FANK1	0
FAP_1	FAP	0
FAP_2	FAP	0
FAP_3	FAP	0
FAP_4	FAP	0
FAR1_1	FAR1	0
FAR1_2	FAR1	0
FAR1_3	FAR1	0
FAR1_4	FAR1	0
FAR1_5	FAR1	0
FAR2_1	FAR2	0
FAR2_2	FAR2	0
FAR2_3	FAR2	0
FAR2_4	FAR2	0
FAR2_5	FAR2	0
FARP1_1	FARP1	0
FARP1_2	FARP1	0
FARP1_3	FARP1	0
FARP1_4	FARP1	0
FARP1_5	FARP1	0
FARP2_1	FARP2	0
FARP2_2	FARP2	0
FARP2_3	FARP2	0
FARP2_5	FARP2	0
FARS2_1	FARS2	0
FARS2_2	FARS2	0
FARS2_3	FARS2	0
FARS2_4	FARS2	0
FARS2_5	FARS2	0
FARSA_1	FARSA	0
FARSA_2	FARSA	0
FARSA_3	FARSA	0
FARSA_4	FARSA	0
FARSA_5	FARSA	0
FARSB_1	FARSB	0
FARSB_2	FARSB	0
FARSB_5	FARSB	0
FAS_1	FAS	0
FAS_3	FAS	0
FAS_4	FAS	0
FAS_5	FAS	0
FASLG_1	FASLG	0
FASLG_2	FASLG	0
FASLG_3	FASLG	0
FASLG_4	FASLG	0
FASN_1	FASN	0
FASN_2	FASN	0
FASN_3	FASN	0
FASN_5	FASN	0
FASTK_1	FASTK	0
FASTK_2	FASTK	0
FASTK_3	FASTK	0
FASTK_4	FASTK	0
FASTKD1_1	FASTKD1	0
FASTKD1_2	FASTKD1	0
FASTKD1_3	FASTKD1	0
FASTKD1_4	FASTKD1	0
FASTKD1_5	FASTKD1	0
FASTKD2_1	FASTKD2	0
FASTKD2_2	FASTKD2	0
FASTKD2_3	FASTKD2	0
FASTKD2_4	FASTKD2	0
FASTKD2_5	FASTKD2	0
FASTKD3_1	FASTKD3	0
FASTKD3_2	FASTKD3	0
FASTKD3_3	FASTKD3	0
FASTKD3_4	FASTKD3	0
FASTKD3_5	FASTKD3	0
FASTKD5_2	FASTKD5	0
FASTKD5_3	FASTKD5	0
FASTKD5_4	FASTKD5	0
FASTKD5_5	FASTKD5	0
FAT1_1	FAT1	0
FAT1_2	FAT1	0
FAT1_3	FAT1	0
FAT1_4	FAT1	0
FAT2_1	FAT2	0
FAT2_2	FAT2	0
FAT2_3	FAT2	0
FAT2_4	FAT2	0
FAT2_5	FAT2	0
FAT3_1	FAT3	0
FAT3_2	FAT3	0
FAT3_3	FAT3	0
FAT3_4	FAT3	0
FAT3_5	FAT3	0
FAT4_1	FAT4	0
FAT4_2	FAT4	0
FAT4_3	FAT4	0
FAT4_5	FAT4	0
FATE1_1	FATE1	0
FATE1_2	FATE1	0
FATE1_3	FATE1	0
FATE1_4	FATE1	0
FAU_1	FAU	0
FAU_2	FAU	0
FAU_3	FAU	0
FAU_4	FAU	0
FAU_5	FAU	0
FAXC_1	FAXC	0
FAXC_2	FAXC	0
FAXC_3	FAXC	0
FAXC_4	FAXC	0
FAXC_5	FAXC	0
FAXDC2_1	FAXDC2	0
FAXDC2_2	FAXDC2	0
FAXDC2_3	FAXDC2	0
FAXDC2_4	FAXDC2	0
FAXDC2_5	FAXDC2	0
FBF1_1	FBF1	0
FBF1_2	FBF1	0
FBF1_3	FBF1	0
FBF1_4	FBF1	0
FBF1_5	FBF1	0
FBL_1	FBL	0
FBL_2	FBL	0
FBL_3	FBL	0
FBL_4	FBL	0
FBL_5	FBL	0
FBLIM1_1	FBLIM1	0
FBLIM1_2	FBLIM1	0
FBLIM1_3	FBLIM1	0
FBLIM1_4	FBLIM1	0
FBLN1_1	FBLN1	0
FBLN1_2	FBLN1	0
FBLN1_3	FBLN1	0
FBLN1_4	FBLN1	0
FBLN1_5	FBLN1	0
FBLN2_1	FBLN2	0
FBLN2_2	FBLN2	0
FBLN2_3	FBLN2	0
FBLN2_4	FBLN2	0
FBLN2_5	FBLN2	0
FBLN5_1	FBLN5	0
FBLN5_2	FBLN5	0
FBLN5_3	FBLN5	0
FBLN5_4	FBLN5	0
FBLN5_5	FBLN5	0
FBLN7_1	FBLN7	0
FBLN7_2	FBLN7	0
FBLN7_3	FBLN7	0
FBLN7_4	FBLN7	0
FBLN7_5	FBLN7	0
FBN1_2	FBN1	0
FBN1_3	FBN1	0
FBN1_4	FBN1	0
FBN2_1	FBN2	0
FBN2_2	FBN2	0
FBN2_3	FBN2	0
FBN2_4	FBN2	0
FBN2_5	FBN2	0
FBN3_1	FBN3	0
FBN3_2	FBN3	0
FBN3_4	FBN3	0
FBN3_5	FBN3	0
FBP1_1	FBP1	0
FBP1_2	FBP1	0
FBP1_3	FBP1	0
FBP1_4	FBP1	0
FBP2_1	FBP2	0
FBP2_2	FBP2	0
FBP2_3	FBP2	0
FBP2_4	FBP2	0
FBP2_5	FBP2	0
FBRS_1	FBRS	0
FBRS_2	FBRS	0
FBRS_3	FBRS	0
FBRS_4	FBRS	0
FBRS_5	FBRS	0
FBRSL1_1	FBRSL1	0
FBRSL1_2	FBRSL1	0
FBRSL1_3	FBRSL1	0
FBRSL1_5	FBRSL1	0
FBXL12_1	FBXL12	0
FBXL12_2	FBXL12	0
FBXL12_3	FBXL12	0
FBXL12_4	FBXL12	0
FBXL12_5	FBXL12	0
FBXL13_2	FBXL13	0
FBXL13_3	FBXL13	0
FBXL13_4	FBXL13	0
FBXL13_5	FBXL13	0
FBXL14_3	FBXL14	0
FBXL14_4	FBXL14	0
FBXL14_5	FBXL14	0
FBXL15_1	FBXL15	0
FBXL15_2	FBXL15	0
FBXL15_3	FBXL15	0
FBXL15_5	FBXL15	0
FBXL16_1	FBXL16	0
FBXL16_2	FBXL16	0
FBXL16_3	FBXL16	0
FBXL16_4	FBXL16	0
FBXL16_5	FBXL16	0
FBXL17_1	FBXL17	0
FBXL17_2	FBXL17	0
FBXL17_3	FBXL17	0
FBXL17_4	FBXL17	0
FBXL17_5	FBXL17	0
FBXL18_1	FBXL18	0
FBXL18_2	FBXL18	0
FBXL18_3	FBXL18	0
FBXL18_4	FBXL18	0
FBXL18_5	FBXL18	0
FBXL19_2	FBXL19	0
FBXL19_3	FBXL19	0
FBXL19_4	FBXL19	0
FBXL19_5	FBXL19	0
FBXL2_1	FBXL2	0
FBXL2_4	FBXL2	0
FBXL2_5	FBXL2	0
FBXL20_1	FBXL20	0
FBXL20_2	FBXL20	0
FBXL20_3	FBXL20	0
FBXL20_4	FBXL20	0
FBXL20_5	FBXL20	0
FBXL22_1	FBXL22	0
FBXL22_2	FBXL22	0
FBXL22_3	FBXL22	0
FBXL22_4	FBXL22	0
FBXL22_5	FBXL22	0
FBXL3_1	FBXL3	0
FBXL3_2	FBXL3	0
FBXL3_3	FBXL3	0
FBXL3_4	FBXL3	0
FBXL3_5	FBXL3	0
FBXL4_1	FBXL4	0
FBXL4_2	FBXL4	0
FBXL4_4	FBXL4	0
FBXL4_5	FBXL4	0
FBXL5_1	FBXL5	0
FBXL5_2	FBXL5	0
FBXL5_3	FBXL5	0
FBXL5_4	FBXL5	0
FBXL5_5	FBXL5	0
FBXL6_1	FBXL6	0
FBXL6_2	FBXL6	0
FBXL6_4	FBXL6	0
FBXL6_5	FBXL6	0
FBXL7_1	FBXL7	0
FBXL7_2	FBXL7	0
FBXL7_3	FBXL7	0
FBXL7_4	FBXL7	0
FBXL7_5	FBXL7	0
FBXL8_1	FBXL8	0
FBXL8_2	FBXL8	0
FBXL8_3	FBXL8	0
FBXL8_4	FBXL8	0
FBXL8_5	FBXL8	0
FBXO10_1	FBXO10	0
FBXO10_2	FBXO10	0
FBXO10_3	FBXO10	0
FBXO10_4	FBXO10	0
FBXO10_5	FBXO10	0
FBXO11_1	FBXO11	0
FBXO11_2	FBXO11	0
FBXO11_3	FBXO11	0
FBXO11_4	FBXO11	0
FBXO11_5	FBXO11	0
FBXO15_1	FBXO15	0
FBXO15_2	FBXO15	0
FBXO15_3	FBXO15	0
FBXO15_4	FBXO15	0
FBXO15_5	FBXO15	0
FBXO16_1	FBXO16	0
FBXO16_2	FBXO16	0
FBXO16_3	FBXO16	0
FBXO16_4	FBXO16	0
FBXO16_5	FBXO16	0
FBXO17_1	FBXO17	0
FBXO17_2	FBXO17	0
FBXO17_3	FBXO17	0
FBXO17_4	FBXO17	0
FBXO17_5	FBXO17	0
FBXO18_1	FBXO18	0
FBXO18_2	FBXO18	0
FBXO18_3	FBXO18	0
FBXO18_4	FBXO18	0
FBXO18_5	FBXO18	0
FBXO2_1	FBXO2	0
FBXO2_2	FBXO2	0
FBXO2_3	FBXO2	0
FBXO2_4	FBXO2	0
FBXO2_5	FBXO2	0
FBXO21_1	FBXO21	0
FBXO21_2	FBXO21	0
FBXO21_3	FBXO21	0
FBXO21_4	FBXO21	0
FBXO21_5	FBXO21	0
FBXO22_1	FBXO22	0
FBXO22_2	FBXO22	0
FBXO22_3	FBXO22	0
FBXO22_4	FBXO22	0
FBXO22_5	FBXO22	0
FBXO24_1	FBXO24	0
FBXO24_2	FBXO24	0
FBXO24_3	FBXO24	0
FBXO24_4	FBXO24	0
FBXO25_2	FBXO25	0
FBXO25_3	FBXO25	0
FBXO25_4	FBXO25	0
FBXO25_5	FBXO25	0
FBXO27_1	FBXO27	0
FBXO27_2	FBXO27	0
FBXO27_3	FBXO27	0
FBXO27_4	FBXO27	0
FBXO27_5	FBXO27	0
FBXO28_1	FBXO28	0
FBXO28_2	FBXO28	0
FBXO28_4	FBXO28	0
FBXO28_5	FBXO28	0
FBXO3_1	FBXO3	0
FBXO3_2	FBXO3	0
FBXO3_3	FBXO3	0
FBXO3_4	FBXO3	0
FBXO3_5	FBXO3	0
FBXO30_1	FBXO30	0
FBXO30_2	FBXO30	0
FBXO30_3	FBXO30	0
FBXO30_4	FBXO30	0
FBXO30_5	FBXO30	0
FBXO31_1	FBXO31	0
FBXO31_2	FBXO31	0
FBXO31_3	FBXO31	0
FBXO31_4	FBXO31	0
FBXO31_5	FBXO31	0
FBXO32_1	FBXO32	0
FBXO32_3	FBXO32	0
FBXO32_4	FBXO32	0
FBXO32_5	FBXO32	0
FBXO33_1	FBXO33	0
FBXO33_2	FBXO33	0
FBXO33_3	FBXO33	0
FBXO33_4	FBXO33	0
FBXO33_5	FBXO33	0
FBXO34_1	FBXO34	0
FBXO34_2	FBXO34	0
FBXO34_3	FBXO34	0
FBXO34_4	FBXO34	0
FBXO34_5	FBXO34	0
FBXO36_1	FBXO36	0
FBXO36_3	FBXO36	0
FBXO36_5	FBXO36	0
FBXO38_2	FBXO38	0
FBXO38_3	FBXO38	0
FBXO38_4	FBXO38	0
FBXO38_5	FBXO38	0
FBXO39_1	FBXO39	0
FBXO39_2	FBXO39	0
FBXO39_3	FBXO39	0
FBXO39_4	FBXO39	0
FBXO39_5	FBXO39	0
FBXO4_1	FBXO4	0
FBXO4_2	FBXO4	0
FBXO4_3	FBXO4	0
FBXO4_4	FBXO4	0
FBXO4_5	FBXO4	0
FBXO40_1	FBXO40	0
FBXO40_2	FBXO40	0
FBXO40_3	FBXO40	0
FBXO40_4	FBXO40	0
FBXO41_1	FBXO41	0
FBXO41_2	FBXO41	0
FBXO41_3	FBXO41	0
FBXO41_4	FBXO41	0
FBXO41_5	FBXO41	0
FBXO42_1	FBXO42	0
FBXO42_2	FBXO42	0
FBXO42_3	FBXO42	0
FBXO42_4	FBXO42	0
FBXO42_5	FBXO42	0
FBXO43_1	FBXO43	0
FBXO43_2	FBXO43	0
FBXO43_3	FBXO43	0
FBXO43_4	FBXO43	0
FBXO43_5	FBXO43	0
FBXO44_1	FBXO44	0
FBXO44_2	FBXO44	0
FBXO44_3	FBXO44	0
FBXO44_4	FBXO44	0
FBXO44_5	FBXO44	0
FBXO45_1	FBXO45	0
FBXO45_2	FBXO45	0
FBXO45_3	FBXO45	0
FBXO45_4	FBXO45	0
FBXO45_5	FBXO45	0
FBXO46_1	FBXO46	0
FBXO46_2	FBXO46	0
FBXO46_3	FBXO46	0
FBXO46_4	FBXO46	0
FBXO46_5	FBXO46	0
FBXO47_1	FBXO47	0
FBXO47_2	FBXO47	0
FBXO47_3	FBXO47	0
FBXO47_4	FBXO47	0
FBXO47_5	FBXO47	0
FBXO48_1	FBXO48	0
FBXO48_2	FBXO48	0
FBXO48_3	FBXO48	0
FBXO48_4	FBXO48	0
FBXO5_1	FBXO5	0
FBXO5_2	FBXO5	0
FBXO5_3	FBXO5	0
FBXO5_4	FBXO5	0
FBXO5_5	FBXO5	0
FBXO6_1	FBXO6	0
FBXO6_3	FBXO6	0
FBXO6_4	FBXO6	0
FBXO6_5	FBXO6	0
FBXO7_1	FBXO7	0
FBXO7_2	FBXO7	0
FBXO7_3	FBXO7	0
FBXO7_4	FBXO7	0
FBXO7_5	FBXO7	0
FBXO8_1	FBXO8	0
FBXO8_2	FBXO8	0
FBXO8_3	FBXO8	0
FBXO8_4	FBXO8	0
FBXO8_5	FBXO8	0
FBXO9_1	FBXO9	0
FBXO9_2	FBXO9	0
FBXO9_3	FBXO9	0
FBXO9_4	FBXO9	0
FBXO9_5	FBXO9	0
FBXW10_1	FBXW10	0
FBXW10_2	FBXW10	0
FBXW10_3	FBXW10	0
FBXW10_4	FBXW10	0
FBXW11_1	FBXW11	0
FBXW11_2	FBXW11	0
FBXW11_3	FBXW11	0
FBXW11_4	FBXW11	0
FBXW11_5	FBXW11	0
FBXW12_2	FBXW12	0
FBXW12_3	FBXW12	0
FBXW12_4	FBXW12	0
FBXW12_5	FBXW12	0
FBXW2_1	FBXW2	0
FBXW2_2	FBXW2	0
FBXW2_3	FBXW2	0
FBXW2_5	FBXW2	0
FBXW4_1	FBXW4	0
FBXW4_2	FBXW4	0
FBXW4_3	FBXW4	0
FBXW4_4	FBXW4	0
FBXW4_5	FBXW4	0
FBXW5_1	FBXW5	0
FBXW5_2	FBXW5	0
FBXW5_3	FBXW5	0
FBXW5_4	FBXW5	0
FBXW7_1	FBXW7	0
FBXW7_3	FBXW7	0
FBXW7_4	FBXW7	0
FBXW7_5	FBXW7	0
FBXW8_1	FBXW8	0
FBXW8_2	FBXW8	0
FBXW8_3	FBXW8	0
FBXW8_4	FBXW8	0
FBXW8_5	FBXW8	0
FBXW9_1	FBXW9	0
FBXW9_2	FBXW9	0
FBXW9_3	FBXW9	0
FBXW9_4	FBXW9	0
FBXW9_5	FBXW9	0
FCAMR_1	FCAMR	0
FCAMR_2	FCAMR	0
FCAMR_3	FCAMR	0
FCAMR_4	FCAMR	0
FCAMR_5	FCAMR	0
FCAR_2	FCAR	0
FCAR_3	FCAR	0
FCAR_4	FCAR	0
FCAR_5	FCAR	0
FCER1A_1	FCER1A	0
FCER1A_2	FCER1A	0
FCER1A_3	FCER1A	0
FCER1A_4	FCER1A	0
FCER1A_5	FCER1A	0
FCER1G_1	FCER1G	0
FCER1G_2	FCER1G	0
FCER1G_3	FCER1G	0
FCER1G_5	FCER1G	0
FCER2_1	FCER2	0
FCER2_2	FCER2	0
FCER2_3	FCER2	0
FCER2_4	FCER2	0
FCER2_5	FCER2	0
FCF1_1	FCF1	0
FCF1_2	FCF1	0
FCF1_3	FCF1	0
FCF1_4	FCF1	0
FCF1_5	FCF1	0
FCGBP_1	FCGBP	0
FCGBP_2	FCGBP	0
FCGBP_3	FCGBP	0
FCGBP_4	FCGBP	0
FCGBP_5	FCGBP	0
FCGR1A_1	FCGR1A	0
FCGR1A_2	FCGR1A	0
FCGR1A_3	FCGR1A	0
FCGR1A_4	FCGR1A	0
FCGR1A_5	FCGR1A	0
FCGR2A_1	FCGR2A	0
FCGR2A_2	FCGR2A	0
FCGR2A_3	FCGR2A	0
FCGR2A_4	FCGR2A	0
FCGR2A_5	FCGR2A	0
FCGR2B_2	FCGR2B	0
FCGR2B_3	FCGR2B	0
FCGR2B_4	FCGR2B	0
FCGR2B_5	FCGR2B	0
FCGR3A_1	FCGR3A	0
FCGR3A_2	FCGR3A	0
FCGR3A_3	FCGR3A	0
FCGR3A_4	FCGR3A	0
FCGR3A_5	FCGR3A	0
FCGR3B_1	FCGR3B	0
FCGR3B_2	FCGR3B	0
FCGR3B_3	FCGR3B	0
FCGR3B_4	FCGR3B	0
FCGR3B_5	FCGR3B	0
FCGRT_1	FCGRT	0
FCGRT_2	FCGRT	0
FCGRT_3	FCGRT	0
FCGRT_5	FCGRT	0
FCHO1_2	FCHO1	0
FCHO1_4	FCHO1	0
FCHO1_5	FCHO1	0
FCHO2_1	FCHO2	0
FCHO2_2	FCHO2	0
FCHO2_3	FCHO2	0
FCHO2_4	FCHO2	0
FCHO2_5	FCHO2	0
FCHSD1_1	FCHSD1	0
FCHSD1_2	FCHSD1	0
FCHSD1_3	FCHSD1	0
FCHSD1_4	FCHSD1	0
FCHSD1_5	FCHSD1	0
FCHSD2_2	FCHSD2	0
FCHSD2_3	FCHSD2	0
FCHSD2_4	FCHSD2	0
FCHSD2_5	FCHSD2	0
FCMR_1	FCMR	0
FCMR_2	FCMR	0
FCMR_3	FCMR	0
FCMR_4	FCMR	0
FCMR_5	FCMR	0
FCN1_1	FCN1	0
FCN1_2	FCN1	0
FCN1_3	FCN1	0
FCN1_4	FCN1	0
FCN1_5	FCN1	0
FCN2_1	FCN2	0
FCN2_2	FCN2	0
FCN2_3	FCN2	0
FCN2_4	FCN2	0
FCN2_5	FCN2	0
FCN3_1	FCN3	0
FCN3_2	FCN3	0
FCN3_4	FCN3	0
FCN3_5	FCN3	0
FCRL1_1	FCRL1	0
FCRL1_2	FCRL1	0
FCRL1_3	FCRL1	0
FCRL1_4	FCRL1	0
FCRL1_5	FCRL1	0
FCRL2_1	FCRL2	0
FCRL2_2	FCRL2	0
FCRL2_3	FCRL2	0
FCRL2_4	FCRL2	0
FCRL2_5	FCRL2	0
FCRL3_1	FCRL3	0
FCRL3_3	FCRL3	0
FCRL3_4	FCRL3	0
FCRL3_5	FCRL3	0
FCRL4_1	FCRL4	0
FCRL4_3	FCRL4	0
FCRL4_4	FCRL4	0
FCRL4_5	FCRL4	0
FCRL5_2	FCRL5	0
FCRL5_3	FCRL5	0
FCRL5_4	FCRL5	0
FCRL5_5	FCRL5	0
FCRL6_1	FCRL6	0
FCRL6_2	FCRL6	0
FCRL6_3	FCRL6	0
FCRL6_4	FCRL6	0
FCRL6_5	FCRL6	0
FCRLA_1	FCRLA	0
FCRLA_2	FCRLA	0
FCRLA_3	FCRLA	0
FCRLA_5	FCRLA	0
FCRLB_1	FCRLB	0
FCRLB_2	FCRLB	0
FCRLB_3	FCRLB	0
FCRLB_4	FCRLB	0
FCRLB_5	FCRLB	0
FDCSP_1	FDCSP	0
FDCSP_2	FDCSP	0
FDCSP_3	FDCSP	0
FDCSP_4	FDCSP	0
FDCSP_5	FDCSP	0
FDFT1_1	FDFT1	0
FDFT1_2	FDFT1	0
FDFT1_4	FDFT1	0
FDFT1_5	FDFT1	0
FDPS_2	FDPS	0
FDPS_3	FDPS	0
FDPS_4	FDPS	0
FDX1_1	FDX1	0
FDX1_2	FDX1	0
FDX1_4	FDX1	0
FDX1_5	FDX1	0
FDX1L_1	FDX1L	0
FDX1L_4	FDX1L	0
FDX1L_5	FDX1L	0
FDXACB1_1	FDXACB1	0
FDXACB1_2	FDXACB1	0
FDXACB1_3	FDXACB1	0
FDXACB1_4	FDXACB1	0
FDXACB1_5	FDXACB1	0
FDXR_1	FDXR	0
FDXR_2	FDXR	0
FDXR_3	FDXR	0
FDXR_5	FDXR	0
FECH_1	FECH	0
FECH_2	FECH	0
FECH_3	FECH	0
FECH_4	FECH	0
